tiff_file,category,ground_truth
Dataset/ThermEval-D/Thermal_959,person,"[0.3, 0.43, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_959,chest,"[0.38, 0.52, 0.45, 0.65]"
Dataset/ThermEval-D/Thermal_946,person,"[0.3, 0.42, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_946,chest,"[0.37, 0.52, 0.45, 0.66]"
Dataset/ThermEval-D/Thermal_565,person,"[0.31, 0.18, 0.86, 0.99]"
Dataset/ThermEval-D/Thermal_565,chest,"[0.44, 0.52, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_565,forehead,"[0.48, 0.23, 0.59, 0.3]"
Dataset/ThermEval-D/Thermal_565,nose,"[0.45, 0.31, 0.5, 0.37]"
Dataset/ThermEval-D/Thermal_536,person,"[0.38, 0.34, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_536,chest,"[0.49, 0.55, 0.6, 0.7]"
Dataset/ThermEval-D/Thermal_536,forehead,"[0.52, 0.43, 0.57, 0.45]"
Dataset/ThermEval-D/Thermal_1029,person,"[0.36, 0.3, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_1029,chest,"[0.46, 0.49, 0.61, 0.73]"
Dataset/ThermEval-D/Thermal_1029,forehead,"[0.47, 0.34, 0.53, 0.39]"
Dataset/ThermEval-D/Thermal_772,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_772,chest,"[0.52, 0.54, 0.6, 0.66]"
Dataset/ThermEval-D/Thermal_924,person,"[0.09, 0.26, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_924,chest,"[0.29, 0.52, 0.52, 0.92]"
Dataset/ThermEval-D/Thermal_558,person,"[0.32, 0.17, 0.87, 0.99]"
Dataset/ThermEval-D/Thermal_558,chest,"[0.45, 0.55, 0.76, 0.93]"
Dataset/ThermEval-D/Thermal_558,forehead,"[0.6, 0.24, 0.68, 0.3]"
Dataset/ThermEval-D/Thermal_558,nose,"[0.67, 0.33, 0.69, 0.37]"
Dataset/ThermEval-D/Thermal_594,person,"[0.44, 0.4, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_594,chest,"[0.5, 0.53, 0.6, 0.6]"
Dataset/ThermEval-D/Thermal_783,person,"[0.31, 0.31, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_783,chest,"[0.39, 0.57, 0.61, 0.97]"
Dataset/ThermEval-D/Thermal_783,forehead,"[0.43, 0.34, 0.48, 0.42]"
Dataset/ThermEval-D/Thermal_940,person,"[0.27, 0.38, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_940,chest,"[0.38, 0.53, 0.47, 0.71]"
Dataset/ThermEval-D/Thermal_797,person,"[0.38, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_797,chest,"[0.45, 0.53, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_513,person,"[0.24, 0.17, 0.82, 0.99]"
Dataset/ThermEval-D/Thermal_513,chest,"[0.41, 0.59, 0.67, 0.92]"
Dataset/ThermEval-D/Thermal_513,forehead,"[0.55, 0.24, 0.63, 0.31]"
Dataset/ThermEval-D/Thermal_513,nose,"[0.66, 0.33, 0.68, 0.37]"
Dataset/ThermEval-D/Thermal_854,person,"[0.38, 0.39, 0.61, 0.99]"
Dataset/ThermEval-D/Thermal_854,chest,"[0.43, 0.54, 0.54, 0.7]"
Dataset/ThermEval-D/Thermal_719,person,"[0.39, 0.31, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_719,chest,"[0.5, 0.49, 0.63, 0.74]"
Dataset/ThermEval-D/Thermal_812,person,"[0.46, 0.41, 0.61, 0.96]"
Dataset/ThermEval-D/Thermal_812,chest,"[0.51, 0.53, 0.59, 0.68]"
Dataset/ThermEval-D/Thermal_785,person,"[0.3, 0.31, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_785,chest,"[0.38, 0.57, 0.6, 0.92]"
Dataset/ThermEval-D/Thermal_1011,person,"[0.19, 0.08, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1011,chest,"[0.36, 0.52, 0.67, 0.97]"
Dataset/ThermEval-D/Thermal_1011,forehead,"[0.55, 0.2, 0.64, 0.27]"
Dataset/ThermEval-D/Thermal_1011,nose,"[0.64, 0.29, 0.65, 0.32]"
Dataset/ThermEval-D/Thermal_922,person,"[0.09, 0.26, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_922,chest,"[0.31, 0.52, 0.51, 0.92]"
Dataset/ThermEval-D/Thermal_922,forehead,"[0.35, 0.26, 0.41, 0.29]"
Dataset/ThermEval-D/Thermal_533,person,"[0.38, 0.33, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_533,chest,"[0.49, 0.55, 0.61, 0.7]"
Dataset/ThermEval-D/Thermal_533,forehead,"[0.55, 0.35, 0.58, 0.38]"
Dataset/ThermEval-D/Thermal_533,nose,"[0.59, 0.39, 0.6, 0.41]"
Dataset/ThermEval-D/Thermal_529,person,"[0.38, 0.33, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_529,chest,"[0.49, 0.55, 0.61, 0.71]"
Dataset/ThermEval-D/Thermal_529,forehead,"[0.51, 0.36, 0.56, 0.39]"
Dataset/ThermEval-D/Thermal_901,person,"[0.47, 0.41, 0.67, 0.95]"
Dataset/ThermEval-D/Thermal_901,chest,"[0.52, 0.52, 0.6, 0.65]"
Dataset/ThermEval-D/Thermal_711,person,"[0.39, 0.31, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_711,chest,"[0.5, 0.49, 0.62, 0.74]"
Dataset/ThermEval-D/Thermal_1039,person,"[0.42, 0.39, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_1039,chest,"[0.46, 0.52, 0.58, 0.65]"
Dataset/ThermEval-D/Thermal_999,person,"[0.45, 0.41, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_999,chest,"[0.5, 0.53, 0.58, 0.65]"
Dataset/ThermEval-D/Thermal_860,person,"[0.45, 0.43, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_860,person,"[0.45, 0.43, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_860,chest,"[0.48, 0.52, 0.55, 0.6]"
Dataset/ThermEval-D/Thermal_690,person,"[0.32, 0.41, 0.53, 0.95]"
Dataset/ThermEval-D/Thermal_690,chest,"[0.38, 0.52, 0.47, 0.65]"
Dataset/ThermEval-D/Thermal_788,person,"[0.3, 0.32, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_788,chest,"[0.38, 0.57, 0.6, 0.92]"
Dataset/ThermEval-D/Thermal_788,nose,"[0.48, 0.38, 0.51, 0.42]"
Dataset/ThermEval-D/Thermal_788,forehead,"[0.46, 0.33, 0.52, 0.37]"
Dataset/ThermEval-D/Thermal_1035,person,"[0.38, 0.29, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_1035,chest,"[0.46, 0.48, 0.61, 0.74]"
Dataset/ThermEval-D/Thermal_1035,forehead,"[0.51, 0.32, 0.55, 0.37]"
Dataset/ThermEval-D/Thermal_1013,person,"[0.19, 0.07, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1013,chest,"[0.36, 0.53, 0.69, 0.96]"
Dataset/ThermEval-D/Thermal_1013,forehead,"[0.46, 0.2, 0.56, 0.25]"
Dataset/ThermEval-D/Thermal_1013,nose,"[0.5, 0.29, 0.53, 0.33]"
Dataset/ThermEval-D/Thermal_1006,person,"[0.2, 0.11, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1006,chest,"[0.34, 0.53, 0.68, 0.96]"
Dataset/ThermEval-D/Thermal_1006,forehead,"[0.61, 0.28, 0.67, 0.32]"
Dataset/ThermEval-D/Thermal_1006,nose,"[0.65, 0.36, 0.66, 0.4]"
Dataset/ThermEval-D/Thermal_858,person,"[0.45, 0.42, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_858,chest,"[0.49, 0.53, 0.56, 0.62]"
Dataset/ThermEval-D/Thermal_738,person,"[0.34, 0.26, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_738,forehead,"[0.47, 0.31, 0.58, 0.39]"
Dataset/ThermEval-D/Thermal_738,nose,"[0.46, 0.42, 0.5, 0.47]"
Dataset/ThermEval-D/Thermal_738,chest,"[0.47, 0.61, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_1001,person,"[0.45, 0.42, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_1001,chest,"[0.49, 0.55, 0.58, 0.63]"
Dataset/ThermEval-D/Thermal_703,person,"[0.32, 0.11, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_703,forehead,"[0.41, 0.24, 0.49, 0.3]"
Dataset/ThermEval-D/Thermal_703,nose,"[0.41, 0.31, 0.45, 0.37]"
Dataset/ThermEval-D/Thermal_703,chest,"[0.42, 0.51, 0.71, 0.95]"
Dataset/ThermEval-D/Thermal_810,person,"[0.38, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_810,chest,"[0.46, 0.55, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_791,person,"[0.32, 0.31, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_791,chest,"[0.39, 0.57, 0.6, 0.93]"
Dataset/ThermEval-D/Thermal_791,nose,"[0.47, 0.48, 0.5, 0.53]"
Dataset/ThermEval-D/Thermal_791,forehead,"[0.45, 0.43, 0.52, 0.47]"
Dataset/ThermEval-D/Thermal_792,person,"[0.31, 0.31, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_792,chest,"[0.38, 0.57, 0.62, 0.91]"
Dataset/ThermEval-D/Thermal_792,forehead,"[0.48, 0.41, 0.57, 0.46]"
Dataset/ThermEval-D/Thermal_792,nose,"[0.51, 0.46, 0.55, 0.53]"
Dataset/ThermEval-D/Thermal_778,person,"[0.45, 0.45, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_778,chest,"[0.53, 0.54, 0.6, 0.67]"
Dataset/ThermEval-D/Thermal_900,person,"[0.41, 0.39, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_900,chest,"[0.5, 0.53, 0.62, 0.72]"
Dataset/ThermEval-D/Thermal_769,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_769,chest,"[0.53, 0.55, 0.61, 0.67]"
Dataset/ThermEval-D/Thermal_695,person,"[0.32, 0.1, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_695,chest,"[0.44, 0.46, 0.73, 0.97]"
Dataset/ThermEval-D/Thermal_695,forehead,"[0.64, 0.2, 0.71, 0.27]"
Dataset/ThermEval-D/Thermal_695,nose,"[0.7, 0.29, 0.73, 0.33]"
Dataset/ThermEval-D/Thermal_672,person,"[0.25, 0.37, 0.54, 0.99]"
Dataset/ThermEval-D/Thermal_672,chest,"[0.36, 0.51, 0.46, 0.72]"
Dataset/ThermEval-D/Thermal_617,person,"[0.31, 0.34, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_617,chest,"[0.4, 0.5, 0.54, 0.7]"
Dataset/ThermEval-D/Thermal_617,forehead,"[0.46, 0.38, 0.51, 0.4]"
Dataset/ThermEval-D/Thermal_865,person,"[0.45, 0.39, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_865,forehead,"[0.49, 0.49, 0.56, 0.63]"
Dataset/ThermEval-D/Thermal_950,person,"[0.3, 0.42, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_950,chest,"[0.36, 0.52, 0.45, 0.66]"
Dataset/ThermEval-D/Thermal_822,person,"[0.47, 0.42, 0.62, 0.96]"
Dataset/ThermEval-D/Thermal_822,chest,"[0.51, 0.53, 0.57, 0.66]"
Dataset/ThermEval-D/Thermal_921,person,"[0.09, 0.25, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_921,chest,"[0.3, 0.51, 0.51, 0.92]"
Dataset/ThermEval-D/Thermal_921,forehead,"[0.36, 0.26, 0.44, 0.29]"
Dataset/ThermEval-D/Thermal_861,person,"[0.45, 0.39, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_861,chest,"[0.49, 0.49, 0.56, 0.61]"
Dataset/ThermEval-D/Thermal_776,person,"[0.45, 0.45, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_776,chest,"[0.52, 0.54, 0.6, 0.67]"
Dataset/ThermEval-D/Thermal_722,chest,"[0.52, 0.5, 0.61, 0.68]"
Dataset/ThermEval-D/Thermal_722,person,"[0.46, 0.36, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_971,person,"[0.3, 0.24, 0.85, 0.99]"
Dataset/ThermEval-D/Thermal_971,chest,"[0.47, 0.59, 0.71, 0.95]"
Dataset/ThermEval-D/Thermal_971,forehead,"[0.45, 0.36, 0.54, 0.44]"
Dataset/ThermEval-D/Thermal_971,nose,"[0.45, 0.45, 0.48, 0.5]"
Dataset/ThermEval-D/Thermal_1032,person,"[0.37, 0.3, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_1032,chest,"[0.44, 0.53, 0.62, 0.72]"
Dataset/ThermEval-D/Thermal_1032,forehead,"[0.51, 0.34, 0.54, 0.37]"
Dataset/ThermEval-D/Thermal_671,person,"[0.25, 0.37, 0.54, 0.99]"
Dataset/ThermEval-D/Thermal_671,chest,"[0.36, 0.51, 0.46, 0.71]"
Dataset/ThermEval-D/Thermal_608,person,"[0.22, 0.21, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_608,chest,"[0.34, 0.52, 0.61, 0.94]"
Dataset/ThermEval-D/Thermal_608,nose,"[0.45, 0.29, 0.5, 0.33]"
Dataset/ThermEval-D/Thermal_608,forehead,"[0.43, 0.24, 0.53, 0.3]"
Dataset/ThermEval-D/Thermal_862,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_862,chest,"[0.49, 0.51, 0.56, 0.61]"
Dataset/ThermEval-D/Thermal_545,person,"[0.43, 0.39, 0.63, 0.93]"
Dataset/ThermEval-D/Thermal_545,chest,"[0.5, 0.5, 0.58, 0.64]"
Dataset/ThermEval-D/Thermal_545,forehead,"[0.5, 0.42, 0.52, 0.44]"
Dataset/ThermEval-D/Thermal_642,person,"[0.36, 0.4, 0.56, 0.95]"
Dataset/ThermEval-D/Thermal_642,chest,"[0.42, 0.52, 0.51, 0.61]"
Dataset/ThermEval-D/Thermal_712,person,"[0.4, 0.31, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_712,chest,"[0.52, 0.5, 0.62, 0.75]"
Dataset/ThermEval-D/Thermal_586,person,"[0.44, 0.39, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_586,chest,"[0.5, 0.53, 0.58, 0.59]"
Dataset/ThermEval-D/Thermal_586,forehead,"[0.54, 0.42, 0.57, 0.44]"
Dataset/ThermEval-D/Thermal_928,person,"[0.09, 0.25, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_928,chest,"[0.29, 0.53, 0.52, 0.98]"
Dataset/ThermEval-D/Thermal_628,person,"[0.31, 0.34, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_628,chest,"[0.41, 0.51, 0.55, 0.7]"
Dataset/ThermEval-D/Thermal_640,person,"[0.36, 0.4, 0.56, 0.94]"
Dataset/ThermEval-D/Thermal_640,chest,"[0.42, 0.52, 0.51, 0.63]"
Dataset/ThermEval-D/Thermal_958,person,"[0.3, 0.43, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_958,chest,"[0.38, 0.52, 0.46, 0.66]"
Dataset/ThermEval-D/Thermal_590,person,"[0.44, 0.4, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_590,chest,"[0.51, 0.53, 0.59, 0.59]"
Dataset/ThermEval-D/Thermal_593,person,"[0.44, 0.4, 0.65, 0.95]"
Dataset/ThermEval-D/Thermal_593,chest,"[0.51, 0.51, 0.6, 0.63]"
Dataset/ThermEval-D/Thermal_538,person,"[0.38, 0.34, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_538,chest,"[0.49, 0.5, 0.61, 0.7]"
Dataset/ThermEval-D/Thermal_538,forehead,"[0.57, 0.4, 0.63, 0.45]"
Dataset/ThermEval-D/Thermal_680,person,"[0.32, 0.4, 0.53, 0.95]"
Dataset/ThermEval-D/Thermal_680,chest,"[0.37, 0.52, 0.47, 0.67]"
Dataset/ThermEval-D/Thermal_825,person,"[0.47, 0.42, 0.61, 0.95]"
Dataset/ThermEval-D/Thermal_825,chest,"[0.51, 0.53, 0.58, 0.66]"
Dataset/ThermEval-D/Thermal_823,person,"[0.48, 0.42, 0.61, 0.96]"
Dataset/ThermEval-D/Thermal_823,chest,"[0.51, 0.52, 0.58, 0.66]"
Dataset/ThermEval-D/Thermal_894,person,"[0.41, 0.35, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_894,chest,"[0.5, 0.52, 0.62, 0.72]"
Dataset/ThermEval-D/Thermal_887,person,"[0.42, 0.34, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_887,chest,"[0.49, 0.51, 0.63, 0.73]"
Dataset/ThermEval-D/Thermal_962,person,"[0.3, 0.23, 0.86, 0.99]"
Dataset/ThermEval-D/Thermal_962,chest,"[0.46, 0.63, 0.73, 0.98]"
Dataset/ThermEval-D/Thermal_962,forehead,"[0.62, 0.32, 0.7, 0.38]"
Dataset/ThermEval-D/Thermal_962,nose,"[0.67, 0.41, 0.69, 0.44]"
Dataset/ThermEval-D/Thermal_709,person,"[0.4, 0.3, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_709,chest,"[0.5, 0.49, 0.63, 0.74]"
Dataset/ThermEval-D/Thermal_828,person,"[0.34, 0.28, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_828,chest,"[0.43, 0.54, 0.64, 0.85]"
Dataset/ThermEval-D/Thermal_691,person,"[0.32, 0.09, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_691,chest,"[0.45, 0.49, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_691,forehead,"[0.52, 0.16, 0.65, 0.23]"
Dataset/ThermEval-D/Thermal_691,nose,"[0.56, 0.23, 0.6, 0.29]"
Dataset/ThermEval-D/Thermal_718,person,"[0.4, 0.31, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_718,chest,"[0.5, 0.5, 0.62, 0.74]"
Dataset/ThermEval-D/Thermal_658,person,"[0.13, 0.22, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_658,chest,"[0.3, 0.52, 0.62, 0.92]"
Dataset/ThermEval-D/Thermal_658,nose,"[0.6, 0.41, 0.61, 0.44]"
Dataset/ThermEval-D/Thermal_535,person,"[0.38, 0.34, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_535,chest,"[0.49, 0.54, 0.62, 0.71]"
Dataset/ThermEval-D/Thermal_666,person,"[0.25, 0.34, 0.54, 0.99]"
Dataset/ThermEval-D/Thermal_666,chest,"[0.33, 0.53, 0.47, 0.73]"
Dataset/ThermEval-D/Thermal_986,person,"[0.42, 0.39, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_986,chest,"[0.49, 0.56, 0.61, 0.72]"
Dataset/ThermEval-D/Thermal_960,person,"[0.3, 0.43, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_960,chest,"[0.37, 0.52, 0.46, 0.66]"
Dataset/ThermEval-D/Thermal_754,person,"[0.39, 0.4, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_754,chest,"[0.52, 0.56, 0.64, 0.76]"
Dataset/ThermEval-D/Thermal_754,forehead,"[0.56, 0.42, 0.62, 0.47]"
Dataset/ThermEval-D/Thermal_546,person,"[0.43, 0.38, 0.63, 0.95]"
Dataset/ThermEval-D/Thermal_546,chest,"[0.5, 0.5, 0.59, 0.63]"
Dataset/ThermEval-D/Thermal_546,forehead,"[0.52, 0.4, 0.55, 0.41]"
Dataset/ThermEval-D/Thermal_515,person,"[0.25, 0.18, 0.82, 0.99]"
Dataset/ThermEval-D/Thermal_515,chest,"[0.41, 0.61, 0.66, 0.91]"
Dataset/ThermEval-D/Thermal_515,nose,"[0.41, 0.34, 0.42, 0.37]"
Dataset/ThermEval-D/Thermal_803,person,"[0.37, 0.38, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_803,chest,"[0.45, 0.54, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_803,nose,"[0.5, 0.41, 0.52, 0.45]"
Dataset/ThermEval-D/Thermal_706,person,"[0.39, 0.3, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_706,chest,"[0.5, 0.5, 0.63, 0.74]"
Dataset/ThermEval-D/Thermal_753,person,"[0.39, 0.4, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_753,chest,"[0.51, 0.55, 0.64, 0.77]"
Dataset/ThermEval-D/Thermal_652,person,"[0.14, 0.17, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_652,chest,"[0.34, 0.51, 0.57, 0.88]"
Dataset/ThermEval-D/Thermal_652,nose,"[0.48, 0.26, 0.51, 0.3]"
Dataset/ThermEval-D/Thermal_652,forehead,"[0.44, 0.2, 0.5, 0.26]"
Dataset/ThermEval-D/Thermal_659,person,"[0.12, 0.2, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_659,chest,"[0.34, 0.52, 0.58, 0.89]"
Dataset/ThermEval-D/Thermal_659,forehead,"[0.34, 0.31, 0.45, 0.38]"
Dataset/ThermEval-D/Thermal_659,nose,"[0.35, 0.39, 0.38, 0.43]"
Dataset/ThermEval-D/Thermal_721,person,"[0.46, 0.36, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_721,chest,"[0.54, 0.5, 0.6, 0.64]"
Dataset/ThermEval-D/Thermal_789,person,"[0.3, 0.32, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_789,chest,"[0.38, 0.56, 0.6, 0.93]"
Dataset/ThermEval-D/Thermal_789,nose,"[0.46, 0.38, 0.49, 0.42]"
Dataset/ThermEval-D/Thermal_927,person,"[0.09, 0.24, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_927,nose,"[0.34, 0.42, 0.37, 0.46]"
Dataset/ThermEval-D/Thermal_927,forehead,"[0.32, 0.32, 0.41, 0.39]"
Dataset/ThermEval-D/Thermal_927,chest,"[0.29, 0.53, 0.5, 0.92]"
Dataset/ThermEval-D/Thermal_733,person,"[0.46, 0.38, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_733,chest,"[0.53, 0.49, 0.61, 0.68]"
Dataset/ThermEval-D/Thermal_752,person,"[0.39, 0.39, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_752,chest,"[0.52, 0.56, 0.63, 0.76]"
Dataset/ThermEval-D/Thermal_568,person,"[0.32, 0.17, 0.88, 0.99]"
Dataset/ThermEval-D/Thermal_568,chest,"[0.44, 0.57, 0.74, 0.95]"
Dataset/ThermEval-D/Thermal_568,forehead,"[0.64, 0.3, 0.73, 0.36]"
Dataset/ThermEval-D/Thermal_568,nose,"[0.7, 0.41, 0.72, 0.45]"
Dataset/ThermEval-D/Thermal_615,person,"[0.23, 0.21, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_615,chest,"[0.35, 0.53, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_615,nose,"[0.37, 0.42, 0.4, 0.47]"
Dataset/ThermEval-D/Thermal_615,forehead,"[0.36, 0.34, 0.44, 0.38]"
Dataset/ThermEval-D/Thermal_682,person,"[0.33, 0.4, 0.53, 0.95]"
Dataset/ThermEval-D/Thermal_682,chest,"[0.38, 0.51, 0.47, 0.66]"
Dataset/ThermEval-D/Thermal_588,person,"[0.44, 0.39, 0.65, 0.94]"
Dataset/ThermEval-D/Thermal_588,chest,"[0.5, 0.51, 0.6, 0.64]"
Dataset/ThermEval-D/Thermal_856,person,"[0.45, 0.42, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_856,chest,"[0.49, 0.53, 0.55, 0.62]"
Dataset/ThermEval-D/Thermal_990,person,"[0.42, 0.39, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_990,chest,"[0.51, 0.57, 0.61, 0.71]"
Dataset/ThermEval-D/Thermal_614,person,"[0.23, 0.21, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_614,chest,"[0.34, 0.52, 0.61, 0.94]"
Dataset/ThermEval-D/Thermal_614,forehead,"[0.39, 0.33, 0.49, 0.39]"
Dataset/ThermEval-D/Thermal_614,nose,"[0.41, 0.4, 0.44, 0.46]"
Dataset/ThermEval-D/Thermal_1019,person,"[0.18, 0.1, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_1019,chest,"[0.38, 0.48, 0.65, 0.94]"
Dataset/ThermEval-D/Thermal_1019,forehead,"[0.46, 0.16, 0.56, 0.25]"
Dataset/ThermEval-D/Thermal_1019,nose,"[0.44, 0.22, 0.47, 0.27]"
Dataset/ThermEval-D/Thermal_888,person,"[0.41, 0.34, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_888,chest,"[0.5, 0.51, 0.62, 0.7]"
Dataset/ThermEval-D/Thermal_660,person,"[0.12, 0.2, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_660,chest,"[0.34, 0.51, 0.58, 0.88]"
Dataset/ThermEval-D/Thermal_660,nose,"[0.32, 0.37, 0.36, 0.42]"
Dataset/ThermEval-D/Thermal_660,forehead,"[0.32, 0.28, 0.4, 0.35]"
Dataset/ThermEval-D/Thermal_561,person,"[0.32, 0.18, 0.86, 0.99]"
Dataset/ThermEval-D/Thermal_561,chest,"[0.44, 0.56, 0.74, 0.92]"
Dataset/ThermEval-D/Thermal_561,forehead,"[0.55, 0.22, 0.6, 0.24]"
Dataset/ThermEval-D/Thermal_954,person,"[0.3, 0.42, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_954,chest,"[0.37, 0.52, 0.46, 0.66]"
Dataset/ThermEval-D/Thermal_626,person,"[0.31, 0.36, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_626,chest,"[0.41, 0.52, 0.55, 0.68]"
Dataset/ThermEval-D/Thermal_626,nose,"[0.54, 0.47, 0.55, 0.49]"
Dataset/ThermEval-D/Thermal_626,forehead,"[0.54, 0.44, 0.56, 0.45]"
Dataset/ThermEval-D/Thermal_670,person,"[0.25, 0.35, 0.54, 0.99]"
Dataset/ThermEval-D/Thermal_670,chest,"[0.35, 0.51, 0.46, 0.71]"
Dataset/ThermEval-D/Thermal_889,person,"[0.42, 0.34, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_889,chest,"[0.5, 0.5, 0.62, 0.72]"
Dataset/ThermEval-D/Thermal_542,person,"[0.43, 0.37, 0.64, 0.94]"
Dataset/ThermEval-D/Thermal_542,chest,"[0.5, 0.49, 0.59, 0.63]"
Dataset/ThermEval-D/Thermal_542,forehead,"[0.52, 0.4, 0.56, 0.43]"
Dataset/ThermEval-D/Thermal_978,person,"[0.42, 0.38, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_978,chest,"[0.51, 0.56, 0.62, 0.7]"
Dataset/ThermEval-D/Thermal_730,person,"[0.46, 0.36, 0.68, 0.94]"
Dataset/ThermEval-D/Thermal_730,chest,"[0.52, 0.49, 0.61, 0.66]"
Dataset/ThermEval-D/Thermal_770,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_770,chest,"[0.53, 0.55, 0.61, 0.67]"
Dataset/ThermEval-D/Thermal_876,person,"[0.33, 0.15, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_876,chest,"[0.45, 0.47, 0.69, 0.89]"
Dataset/ThermEval-D/Thermal_876,nose,"[0.54, 0.21, 0.58, 0.26]"
Dataset/ThermEval-D/Thermal_851,person,"[0.38, 0.4, 0.61, 0.99]"
